network,pool,agent_idx,lfr_community,degree,external_ratio,participation,betweenness
lfr_mu02_seed1,middle20,97,8,30.0,0.03333333333333333,0.06444444444444453,0.0009562395201343193
lfr_mu02_seed1,middle20,371,8,30.0,0.03333333333333333,0.06444444444444453,0.0006924301748256324
lfr_mu02_seed1,middle20,462,8,30.0,0.03333333333333333,0.06444444444444453,0.0006775589238875658
lfr_mu02_seed1,middle20,176,8,30.0,0.03333333333333333,0.06444444444444453,0.00042804194616043146
lfr_mu02_seed1,middle20,156,8,29.0,0.034482758620689655,0.06658739595719365,0.0010876930752686178
lfr_mu02_seed1,middle20,919,8,29.0,0.034482758620689655,0.06658739595719365,0.0011258555405306862
lfr_mu02_seed1,middle20,194,8,29.0,0.034482758620689655,0.06658739595719365,0.00095919624848491
lfr_mu02_seed1,middle20,414,8,32.0,0.03125,0.060546875,0.0002618879624981717
lfr_mu02_seed1,middle20,567,8,33.0,0.030303030303030304,0.058769513314967714,0.00028174080186625433
lfr_mu02_seed1,middle20,273,8,34.0,0.029411764705882353,0.05709342560553643,0.0006127047061849133
lfr_mu02_seed1,middle20,816,8,28.0,0.03571428571428571,0.06887755102040805,0.0012049644933801807
lfr_mu02_seed1,middle20,501,8,28.0,0.03571428571428571,0.06887755102040805,0.0012442349594171869
lfr_mu02_seed1,middle20,291,8,36.0,0.027777777777777776,0.054012345679012475,0.00078424686843852
lfr_mu02_seed1,middle20,698,8,38.0,0.02631578947368421,0.05124653739612173,0.0011917458585116907
lfr_mu02_seed1,middle20,154,8,27.0,0.037037037037037035,0.07133058984910856,0.001166215669370535
lfr_mu02_seed1,middle20,587,8,38.0,0.02631578947368421,0.05124653739612173,0.0016291050227820192
lfr_mu02_seed1,middle20,995,8,26.0,0.038461538461538464,0.07396449704142016,0.0008489939844922368
lfr_mu02_seed1,middle20,999,8,26.0,0.038461538461538464,0.07396449704142016,0.0007152838248993138
lfr_mu02_seed1,middle20,854,8,26.0,0.038461538461538464,0.07396449704142016,0.0006834299497224505
lfr_mu02_seed1,middle20,693,8,41.0,0.024390243902439025,0.04759071980963725,0.0010996789390099457
lfr_mu02_seed1,middle20,543,8,39.0,0.02564102564102564,0.04996712689020377,0.002348432874024073
lfr_mu02_seed1,middle20,921,8,40.0,0.025,0.04875000000000007,0.002339757944474013
lfr_mu02_seed1,middle20,904,8,25.0,0.04,0.07679999999999998,0.0004367056084471834
lfr_mu02_seed1,middle20,841,8,24.0,0.041666666666666664,0.07986111111111094,0.00030526272384723524
lfr_mu02_seed1,middle20,778,8,43.0,0.023255813953488372,0.045429962141698255,0.002395135308424355
lfr_mu02_seed1,middle20,868,8,23.0,0.043478260869565216,0.08317580340264641,0.0008564391073516844
lfr_mu02_seed1,middle20,851,8,23.0,0.043478260869565216,0.08317580340264641,0.00043071060649281994
lfr_mu02_seed1,middle20,489,8,46.0,0.021739130434782608,0.04253308128544431,0.0017941803535123056
lfr_mu02_seed1,middle20,336,8,46.0,0.021739130434782608,0.04253308128544431,0.002002045272259804
lfr_mu02_seed1,middle20,815,8,50.0,0.02,0.039200000000000124,0.0010879974940564416
lfr_mu02_seed1,middle20,42,8,50.0,0.02,0.039200000000000124,0.0010955824386195499
lfr_mu02_seed1,middle20,78,8,48.0,0.020833333333333332,0.04079861111111116,0.0022278267605824265
lfr_mu02_seed1,middle20,551,8,50.0,0.02,0.039200000000000124,0.001700620944540634
lfr_mu02_seed1,middle20,521,8,48.0,0.041666666666666664,0.07986111111111094,0.0015462629003165811
lfr_mu02_seed1,middle20,39,8,41.0,0.04878048780487805,0.09399167162403332,0.001129632406194381
lfr_mu02_seed1,middle20,592,8,57.0,0.03508771929824561,0.06832871652816253,0.0018154494676364426
lfr_mu02_seed1,middle20,821,8,40.0,0.05,0.09625000000000006,0.0017465492454814243
lfr_mu02_seed1,middle20,758,8,48.0,0.041666666666666664,0.07986111111111094,0.002484020245145732
lfr_mu02_seed1,middle20,573,8,39.0,0.05128205128205128,0.09861932938856022,0.0019543325074024374
lfr_mu02_seed1,middle20,616,8,53.0,0.03773584905660377,0.07333570665717337,0.002670922507154711
lfr_mu02_seed1,middle20,381,8,40.0,0.05,0.09625000000000006,0.002161473113645921
lfr_mu02_seed1,middle20,515,8,53.0,0.03773584905660377,0.07333570665717337,0.002863258522402716
lfr_mu02_seed1,middle20,453,8,36.0,0.05555555555555555,0.10648148148148151,0.0015371623923424033
lfr_mu02_seed1,middle20,600,8,53.0,0.03773584905660377,0.07333570665717337,0.0030119632974901305
lfr_mu02_seed1,middle20,65,8,54.0,0.037037037037037035,0.07133058984910856,0.0033336535404265943
lfr_mu02_seed1,middle20,811,8,53.0,0.018867924528301886,0.03702385190459245,0.00232089151780376
lfr_mu02_seed1,middle20,497,8,51.0,0.0392156862745098,0.07612456747404839,0.0034895595217496276
lfr_mu02_seed1,middle20,530,8,64.0,0.03125,0.060546875,0.001586302152065231
lfr_mu02_seed1,middle20,182,8,31.0,0.0,0.0,5.211150124728025e-05
lfr_mu02_seed1,middle20,736,8,30.0,0.0,0.0,9.415830576340056e-05
lfr_mu02_seed1,middle20,362,8,30.0,0.0,0.0,6.11642285127664e-05
lfr_mu02_seed1,middle20,839,8,30.0,0.0,0.0,4.5818162852770766e-05
lfr_mu02_seed1,middle20,115,8,32.0,0.0,0.0,8.404024969536085e-05
lfr_mu02_seed1,middle20,783,8,32.0,0.0,0.0,6.903630988991143e-05
lfr_mu02_seed1,middle20,311,8,29.0,0.0,0.0,7.412615837599166e-05
lfr_mu02_seed1,middle20,422,8,29.0,0.0,0.0,5.598803959591836e-05
lfr_mu02_seed1,middle20,994,8,60.0,0.03333333333333333,0.06500000000000006,0.0034239956540280786
lfr_mu02_seed1,middle20,574,8,33.0,0.0,0.0,0.0001385150719404661
lfr_mu02_seed1,middle20,20,8,33.0,0.0,0.0,0.00012197444569509595
lfr_mu02_seed1,middle20,408,8,33.0,0.0,0.0,0.00010432388824262418
lfr_mu02_seed1,middle20,193,8,33.0,0.0,0.0,5.777219950822391e-05
lfr_mu02_seed1,middle20,903,8,32.0,0.0625,0.119140625,0.0014329224781932347
lfr_mu02_seed1,middle20,289,8,40.0,0.05,0.09625000000000006,0.003689847034650115
lfr_mu02_seed1,middle20,112,8,28.0,0.0,0.0,8.303086535597115e-05
lfr_mu02_seed1,middle20,777,8,28.0,0.0,0.0,5.92484708089689e-05
lfr_mu02_seed1,middle20,392,8,31.0,0.06451612903225806,0.12278876170655584,0.001195920758627703
lfr_mu02_seed1,middle20,92,8,34.0,0.0,0.0,9.343673318589204e-05
lfr_mu02_seed1,middle20,835,8,27.0,0.0,0.0,5.567597416788407e-05
lfr_mu02_seed1,middle20,855,8,27.0,0.0,0.0,4.642130745251669e-05
lfr_mu02_seed1,middle20,250,8,27.0,0.0,0.0,3.3365531637151575e-05
lfr_mu02_seed1,middle20,666,8,57.0,0.017543859649122806,0.03447214527546949,0.001921405742191442
lfr_mu02_seed1,middle20,548,8,36.0,0.0,0.0,0.00019745916087685205
lfr_mu02_seed1,middle20,41,8,50.0,0.04,0.0776,0.005016611059015278
lfr_mu02_seed1,middle20,374,8,26.0,0.0,0.0,5.816798197649612e-05
lfr_mu02_seed1,middle20,309,8,26.0,0.0,0.0,5.717237339970352e-05
lfr_mu02_seed1,middle20,475,8,26.0,0.0,0.0,5.586868391590967e-05
lfr_mu02_seed1,middle20,441,8,26.0,0.0,0.0,5.4881241300556635e-05
lfr_mu02_seed1,middle20,138,8,26.0,0.0,0.0,5.385395160939983e-05
lfr_mu02_seed1,middle20,258,8,26.0,0.0,0.0,4.015551742002216e-05
lfr_mu02_seed1,middle20,908,8,56.0,0.017857142857142856,0.035076530612244916,0.0026088262469603526
lfr_mu02_seed1,middle20,687,8,37.0,0.0,0.0,0.00015068145433765574
lfr_mu02_seed1,middle20,664,8,25.0,0.0,0.0,5.5679864062006136e-05
lfr_mu02_seed1,middle20,67,8,37.0,0.0,0.0,0.00013442325731022195
lfr_mu02_seed1,middle20,415,8,25.0,0.0,0.0,3.615914428624666e-05
lfr_mu02_seed1,middle20,818,8,25.0,0.0,0.0,3.4796659414574e-05
lfr_mu02_seed1,middle20,657,8,34.0,0.058823529411764705,0.11245674740484424,0.0033369783772011644
lfr_mu02_seed1,middle20,518,8,58.0,0.017241379310344827,0.03388822829964333,0.0022312428689645752
lfr_mu02_seed1,middle20,997,8,24.0,0.0,0.0,4.758017454650675e-05
lfr_mu02_seed1,middle20,784,8,24.0,0.0,0.0,3.599743126411888e-05
lfr_mu02_seed1,middle20,353,8,67.0,0.029850746268656716,0.05791935843172191,0.0030604971572424076
lfr_mu02_seed1,middle20,882,8,23.0,0.0,0.0,5.67843216882554e-05
lfr_mu02_seed1,middle20,568,8,39.0,0.0,0.0,0.00013774070071473812
lfr_mu02_seed1,middle20,343,8,23.0,0.0,0.0,2.3654777394037562e-05
lfr_mu02_seed1,middle20,389,8,23.0,0.0,0.0,2.0234710968047625e-05
lfr_mu02_seed1,middle20,55,8,41.0,0.0,0.0,0.0001451810356808079
lfr_mu02_seed1,middle20,413,8,21.0,0.0,0.0,2.1437710432700896e-05
lfr_mu02_seed1,middle20,953,8,20.0,0.0,0.0,6.036671013507209e-05
lfr_mu02_seed1,middle20,312,8,20.0,0.0,0.0,1.7863789151455115e-05
lfr_mu02_seed1,middle20,975,8,64.0,0.015625,0.03076171875,0.0012035363870148204
lfr_mu02_seed1,middle20,649,8,70.0,0.02857142857142857,0.05591836734693878,0.003237732512234826
lfr_mu02_seed1,middle20,366,8,65.0,0.015384615384615385,0.030295857988165587,0.0009378907869609363
lfr_mu02_seed1,middle20,549,8,44.0,0.0,0.0,0.00019091384199817395
lfr_mu02_seed1,middle20,109,8,63.0,0.015873015873015872,0.031242126480221843,0.002138876808395105
lfr_mu02_seed1,middle20,513,8,45.0,0.0,0.0,0.0002444609703099916
lfr_mu02_seed1,middle20,479,8,29.0,0.06896551724137931,0.13079667063020217,0.00247016830796407
lfr_mu02_seed1,middle20,824,8,63.0,0.015873015873015872,0.031242126480221843,0.0037481878784666046
lfr_mu02_seed1,middle20,880,8,70.0,0.014285714285714285,0.028163265306122343,0.001853795518574745
lfr_mu02_seed1,middle20,522,8,78.0,0.02564102564102564,0.050295857988165715,0.0039769212785829
lfr_mu02_seed1,middle20,924,8,71.0,0.014084507042253521,0.027772267407260465,0.0024930706571928128
lfr_mu02_seed1,middle20,590,8,72.0,0.013888888888888888,0.02739197530864179,0.0024727466807249743
lfr_mu02_seed1,middle20,695,8,43.0,0.06976744186046512,0.13304488912925916,0.0033030963801180665
lfr_mu02_seed1,middle20,142,8,79.0,0.02531645569620253,0.049671526998878446,0.00667695631154564
lfr_mu02_seed1,middle20,806,8,83.0,0.03614457831325301,0.07054724923791555,0.0067205748897644964
lfr_mu02_seed1,middle20,473,8,85.0,0.023529411764705882,0.046228373702422165,0.006842275453262974
lfr_mu02_seed1,middle20,45,8,81.0,0.0,0.0,0.000981141733720204
lfr_mu02_seed1,middle20,813,8,80.0,0.0375,0.07312499999999988,0.010426511135842488
lfr_mu02_seed1,middle20,274,8,95.0,0.021052631578947368,0.04144044321329632,0.006011688656979438
lfr_mu02_seed1,middle20,569,8,101.0,0.019801980198019802,0.0390157827663955,0.004632812532801236
lfr_mu02_seed1,middle20,988,8,54.0,0.07407407407407407,0.14060356652949235,0.007624917707905042
lfr_mu02_seed1,middle20,859,8,51.0,0.0784313725490196,0.14917339484813552,0.007111517862313837
lfr_mu02_seed1,middle20,571,8,40.0,0.1,0.18624999999999992,0.0036366774358899735
